Time,Range,Vel,Lat_nominal,Lon_nominal,Alt_nominal
354.6,207.8,661.6,66.987236,-147.110657,428.2
354.7,207.9,661.8,66.98777,-147.110519,428.2
354.8,207.9,662,66.988304,-147.110397,428.2
354.9,208,662.3,66.988838,-147.11026,428.2
355,208.1,662.5,66.98938,-147.110138,428.2
355.1,208.1,662.7,66.989914,-147.110001,428.1
355.2,208.2,662.9,66.990448,-147.109879,428.1
355.3,208.2,663.1,66.990982,-147.109741,428.1
355.4,208.3,663.4,66.991516,-147.109619,428.1
355.5,208.4,663.6,66.992058,-147.109482,428.1
355.6,208.4,663.8,66.992592,-147.10936,428
355.7,208.5,664.1,66.993126,-147.109222,428
355.8,208.5,664.3,66.99366,-147.1091,428
355.9,208.6,664.5,66.994194,-147.108963,428
356,208.7,664.7,66.994736,-147.108841,428
356.1,208.7,665,66.99527,-147.108704,428
356.2,208.8,665.2,66.995804,-147.108566,427.9
356.3,208.8,665.4,66.996338,-147.108444,427.9
356.4,208.9,665.7,66.996872,-147.108307,427.9
356.5,209,665.9,66.997414,-147.108185,427.9
356.6,209,666.2,66.997948,-147.108047,427.9
356.7,209.1,666.4,66.998482,-147.10791,427.8
356.8,209.1,666.6,66.999016,-147.107788,427.8
356.9,209.2,666.9,66.99955,-147.107651,427.8
357,209.3,667.1,67.000092,-147.107529,427.8
357.1,209.3,667.3,67.000626,-147.107391,427.8
357.2,209.4,667.6,67.00116,-147.107254,427.8
357.3,209.4,667.8,67.001694,-147.107132,427.7
357.4,209.5,668.1,67.002228,-147.106995,427.7
357.5,209.6,668.3,67.002769,-147.106873,427.7
357.6,209.6,668.6,67.003304,-147.106735,427.7
357.7,209.7,668.8,67.003838,-147.106598,427.7
357.8,209.7,669.1,67.004372,-147.106476,427.6
357.9,209.8,669.3,67.004906,-147.106339,427.6
358,209.9,669.6,67.005447,-147.106216,427.6
358.1,209.9,669.8,67.005981,-147.106079,427.6
358.2,210,670.1,67.006516,-147.105942,427.6
358.3,210,670.3,67.00705,-147.10582,427.5
358.4,210.1,670.6,67.007584,-147.105682,427.5
358.5,210.2,670.9,67.008125,-147.105545,427.5
358.6,210.2,671.1,67.008659,-147.105423,427.5
358.7,210.3,671.4,67.009193,-147.105286,427.5
358.8,210.3,671.6,67.009727,-147.105148,427.4
358.9,210.4,671.9,67.010262,-147.105011,427.4
359,210.5,672.1,67.010803,-147.104889,427.4
359.1,210.5,672.4,67.011337,-147.104752,427.4
359.2,210.6,672.7,67.011871,-147.104614,427.4
359.3,210.6,672.9,67.012405,-147.104492,427.3
359.4,210.7,673.2,67.012947,-147.104355,427.3
359.5,210.8,673.5,67.013481,-147.104233,427.3
359.6,210.8,673.7,67.014015,-147.104095,427.3
359.7,210.9,674,67.014549,-147.103958,427.3
359.8,210.9,674.3,67.015083,-147.103836,427.2
359.9,211,674.6,67.015625,-147.103699,427.2
360,211.1,674.8,67.016159,-147.103577,427.2
360.1,211.1,675.1,67.016693,-147.103439,427.2
360.2,211.2,675.4,67.017227,-147.103302,427.2
360.3,211.2,675.6,67.017761,-147.10318,427.1
360.4,211.3,675.9,67.018303,-147.103043,427.1
360.5,211.4,676.2,67.018837,-147.102905,427.1
360.6,211.4,676.5,67.019371,-147.102783,427.1
360.7,211.5,676.8,67.019905,-147.102646,427
360.8,211.5,677,67.020439,-147.102509,427
360.9,211.6,677.3,67.020981,-147.102371,427
361,211.7,677.6,67.021515,-147.102249,427
361.1,211.7,677.9,67.022049,-147.102112,427
361.2,211.8,678.2,67.022583,-147.101974,426.9
361.3,211.8,678.4,67.023125,-147.101852,426.9
361.4,211.9,678.7,67.023659,-147.101715,426.9
361.5,212,679,67.024193,-147.101578,426.9
361.6,212,679.3,67.024734,-147.101456,426.8
361.7,212.1,679.6,67.025269,-147.101318,426.8
361.8,212.1,679.9,67.025803,-147.101181,426.8
361.9,212.2,680.2,67.026337,-147.101044,426.8
362,212.3,680.5,67.026878,-147.100922,426.8
362.1,212.3,680.7,67.027412,-147.100784,426.7
362.2,212.4,681,67.027946,-147.100647,426.7
362.3,212.4,681.3,67.028481,-147.100525,426.7
362.4,212.5,681.6,67.029022,-147.100388,426.7
362.5,212.6,681.9,67.029556,-147.10025,426.6
362.6,212.6,682.2,67.03009,-147.100128,426.6
362.7,212.7,682.5,67.030624,-147.099991,426.6
362.8,212.7,682.8,67.031158,-147.099854,426.6
362.9,212.8,683.1,67.0317,-147.099716,426.5
363,212.9,683.4,67.032234,-147.099594,426.5
363.1,212.9,683.7,67.032768,-147.099457,426.5
363.2,213,684,67.033302,-147.099319,426.5
363.3,213,684.3,67.033836,-147.099197,426.4
363.4,213.1,684.6,67.034378,-147.09906,426.4
363.5,213.2,685,67.034912,-147.098923,426.4
363.6,213.2,685.3,67.035446,-147.098801,426.4
363.7,213.3,685.6,67.03598,-147.098663,426.3
363.8,213.3,685.9,67.036514,-147.098526,426.3
363.9,213.4,686.2,67.037056,-147.098389,426.3
364,213.5,686.5,67.03759,-147.098267,426.3
364.1,213.5,686.8,67.038124,-147.098129,426.2
364.2,213.6,687.1,67.038658,-147.097992,426.2
364.3,213.6,687.4,67.0392,-147.09787,426.2
364.4,213.7,687.7,67.039734,-147.097733,426.2
364.5,213.8,688.1,67.040268,-147.097595,426.1
364.6,213.8,688.4,67.040802,-147.097473,426.1
364.7,213.9,688.7,67.041336,-147.097336,426.1
364.8,213.9,689,67.041878,-147.097198,426.1
364.9,214,689.3,67.042412,-147.097061,426
365,214.1,689.6,67.042946,-147.096939,426
365.1,214.1,690,67.04348,-147.096802,426
365.2,214.2,690.3,67.044014,-147.096664,426
365.3,214.2,690.6,67.044556,-147.096527,425.9
365.4,214.3,690.9,67.04509,-147.096405,425.9
365.5,214.4,691.3,67.045624,-147.096268,425.9
365.6,214.4,691.6,67.046165,-147.09613,425.9
365.7,214.5,691.9,67.0467,-147.095993,425.8
365.8,214.5,692.2,67.047234,-147.095856,425.8
365.9,214.6,692.6,67.047775,-147.095734,425.8
366,214.7,692.9,67.048309,-147.095596,425.8
366.1,214.7,693.2,67.048843,-147.095459,425.7
366.2,214.8,693.5,67.049377,-147.095322,425.7
366.3,214.8,693.9,67.049919,-147.095184,425.7
366.4,214.9,694.2,67.050453,-147.095062,425.7
366.5,215,694.5,67.050987,-147.094925,425.6
366.6,215,694.9,67.051521,-147.094788,425.6
366.7,215.1,695.2,67.052055,-147.09465,425.6
366.8,215.1,695.6,67.052597,-147.094513,425.5
366.9,215.2,695.9,67.053131,-147.094391,425.5
367,215.3,696.2,67.053665,-147.094254,425.5
367.1,215.3,696.6,67.054199,-147.094116,425.5
367.2,215.4,696.9,67.054741,-147.093979,425.4
367.3,215.4,697.2,67.055275,-147.093842,425.4
367.4,215.5,697.6,67.055809,-147.093719,425.4
367.5,215.6,697.9,67.056343,-147.093582,425.4
367.6,215.6,698.3,67.056885,-147.093445,425.3
367.7,215.7,698.6,67.057419,-147.093307,425.3
367.8,215.7,699,67.057953,-147.09317,425.3
367.9,215.8,699.3,67.058495,-147.093048,425.2
368,215.9,699.6,67.059029,-147.092911,425.2
368.1,215.9,700,67.059563,-147.092773,425.2
368.2,216,700.3,67.060097,-147.092636,425.2
368.3,216,700.7,67.060638,-147.092499,425.1
368.4,216.1,701.1,67.061172,-147.092377,425.1
368.5,216.2,701.4,67.061707,-147.092239,425.1
368.6,216.2,701.8,67.062241,-147.092102,425
368.7,216.3,702.1,67.062782,-147.091965,425
368.8,216.3,702.5,67.063316,-147.091827,425
368.9,216.4,702.8,67.06385,-147.091705,425
369,216.5,703.2,67.064384,-147.091568,424.9
369.1,216.5,703.5,67.064919,-147.091431,424.9
369.2,216.6,703.9,67.06546,-147.091293,424.9
369.3,216.6,704.2,67.065994,-147.091156,424.8
369.4,216.7,704.6,67.066528,-147.091034,424.8
369.5,216.8,705,67.06707,-147.090897,424.8
369.6,216.8,705.3,67.067604,-147.090759,424.8
369.7,216.9,705.7,67.068138,-147.090622,424.7
369.8,216.9,706,67.068672,-147.090485,424.7
369.9,217,706.4,67.069214,-147.090363,424.7
370,217.1,706.8,67.069748,-147.090225,424.6
370.1,217.1,707.1,67.070282,-147.090088,424.6
370.2,217.2,707.5,67.070824,-147.089951,424.6
370.3,217.2,707.9,67.071358,-147.089813,424.5
370.4,217.3,708.2,67.071892,-147.089676,424.5
370.5,217.4,708.6,67.072426,-147.089539,424.5
370.6,217.4,709,67.07296,-147.089401,424.5
370.7,217.5,709.3,67.073502,-147.089279,424.4
370.8,217.5,709.7,67.074036,-147.089142,424.4
370.9,217.6,710.1,67.07457,-147.089005,424.4
371,217.7,710.5,67.075104,-147.088867,424.3
371.1,217.7,710.8,67.075638,-147.08873,424.3
371.2,217.8,711.2,67.07618,-147.088593,424.3
371.3,217.8,711.6,67.076714,-147.088455,424.2
371.4,217.9,712,67.077248,-147.088318,424.2
371.5,218,712.3,67.077789,-147.088181,424.2
371.6,218,712.7,67.078323,-147.088043,424.1
371.7,218.1,713.1,67.078857,-147.087921,424.1
371.8,218.1,713.5,67.079399,-147.087784,424.1
371.9,218.2,713.9,67.079933,-147.087646,424.1
372,218.3,714.2,67.080467,-147.087509,424
372.1,218.3,714.6,67.081001,-147.087372,424
372.2,218.4,715,67.081543,-147.087234,424
372.3,218.4,715.4,67.082077,-147.087097,423.9
372.4,218.5,715.8,67.082611,-147.086975,423.9
372.5,218.6,716.2,67.083153,-147.086838,423.9
372.6,218.6,716.5,67.083687,-147.0867,423.8
372.7,218.7,716.9,67.084221,-147.086563,423.8
372.8,218.7,717.3,67.084763,-147.086426,423.8
372.9,218.8,717.7,67.085297,-147.086304,423.7
373,218.9,718.1,67.085831,-147.086166,423.7
373.1,218.9,718.5,67.086365,-147.086029,423.7
373.2,219,718.9,67.086906,-147.085892,423.6
373.3,219,719.3,67.08744,-147.085754,423.6
373.4,219.1,719.7,67.087975,-147.085617,423.6
373.5,219.2,720.1,67.088509,-147.08548,423.5
373.6,219.2,720.5,67.08905,-147.085342,423.5
373.7,219.3,720.8,67.089584,-147.085205,423.5
373.8,219.3,721.2,67.090118,-147.085068,423.4
373.9,219.4,721.6,67.090652,-147.08493,423.4
374,219.5,722,67.091187,-147.084793,423.4
374.1,219.5,722.4,67.091728,-147.084656,423.3
374.2,219.6,722.8,67.092262,-147.084518,423.3
374.3,219.6,723.2,67.092796,-147.084381,423.3
374.4,219.7,723.6,67.09333,-147.084244,423.2
374.5,219.8,724,67.093872,-147.084106,423.2
374.6,219.8,724.4,67.094406,-147.083969,423.2
374.7,219.9,724.8,67.09494,-147.083832,423.1
374.8,219.9,725.2,67.095482,-147.08371,423.1
374.9,220,725.7,67.096016,-147.083572,423.1
375,220.1,726.1,67.09655,-147.083435,423
375.1,220.1,726.5,67.097092,-147.083298,423
375.2,220.2,726.9,67.097626,-147.08316,423
375.3,220.2,727.3,67.09816,-147.083023,422.9
375.4,220.3,727.7,67.098701,-147.082886,422.9
375.5,220.4,728.1,67.099236,-147.082748,422.9
375.6,220.4,728.5,67.09977,-147.082611,422.8
375.7,220.5,728.9,67.100304,-147.082474,422.8
375.8,220.5,729.3,67.100845,-147.082352,422.8
375.9,220.6,729.7,67.101379,-147.082214,422.7
376,220.7,730.2,67.101913,-147.082077,422.7
376.1,220.7,730.6,67.102455,-147.08194,422.7
376.2,220.8,731,67.102989,-147.081802,422.6
376.3,220.8,731.4,67.103523,-147.081665,422.6
376.4,220.9,731.8,67.104065,-147.081528,422.5
376.5,221,732.2,67.104599,-147.08139,422.5
376.6,221,732.7,67.105133,-147.081253,422.5
376.7,221.1,733.1,67.105667,-147.081116,422.4
376.8,221.1,733.5,67.106209,-147.080978,422.4
376.9,221.2,733.9,67.106743,-147.080841,422.4
377,221.3,734.3,67.107277,-147.080704,422.3
377.1,221.3,734.8,67.107819,-147.080566,422.3
377.2,221.4,735.2,67.108353,-147.080429,422.3
377.3,221.4,735.6,67.108887,-147.080292,422.2
377.4,221.5,736,67.109428,-147.080154,422.2
377.5,221.6,736.5,67.109962,-147.080017,422.2
377.6,221.6,736.9,67.110497,-147.07988,422.1
377.7,221.7,737.3,67.111038,-147.079742,422.1
377.8,221.7,737.7,67.111572,-147.079605,422
377.9,221.8,738.2,67.112106,-147.079468,422
378,221.9,738.6,67.11264,-147.07933,422
378.1,221.9,739,67.113182,-147.079193,421.9
378.2,222,739.5,67.113716,-147.079056,421.9
378.3,222,739.9,67.11425,-147.078918,421.9
378.4,222.1,740.3,67.114792,-147.078781,421.8
378.5,222.2,740.8,67.115326,-147.078644,421.8
378.6,222.2,741.2,67.11586,-147.078506,421.7
378.7,222.3,741.6,67.116402,-147.078369,421.7
378.8,222.3,742.1,67.116936,-147.078232,421.7
378.9,222.4,742.5,67.11747,-147.078094,421.6
379,222.5,742.9,67.118004,-147.077957,421.6
379.1,222.5,743.4,67.118546,-147.07782,421.6
379.2,222.6,743.8,67.11908,-147.077682,421.5
379.3,222.6,744.2,67.119614,-147.077545,421.5
379.4,222.7,744.7,67.120155,-147.077408,421.4
379.5,222.8,745.1,67.120689,-147.077271,421.4
379.6,222.8,745.6,67.121223,-147.077133,421.4
379.7,222.9,746,67.121765,-147.076996,421.3
379.8,222.9,746.5,67.122299,-147.076859,421.3
379.9,223,746.9,67.122833,-147.076721,421.3
380,223.1,747.3,67.123375,-147.076584,421.2
380.1,223.1,747.8,67.123909,-147.076447,421.2
380.2,223.2,748.2,67.124443,-147.076309,421.1
380.3,223.2,748.7,67.124977,-147.076172,421.1
380.4,223.3,749.1,67.125519,-147.076035,421.1
380.5,223.4,749.6,67.126053,-147.075882,421
380.6,223.4,750,67.126587,-147.075745,421
380.7,223.5,750.5,67.127129,-147.075607,420.9
380.8,223.5,750.9,67.127663,-147.07547,420.9
380.9,223.6,751.4,67.128197,-147.075333,420.9
381,223.7,751.8,67.128738,-147.075195,420.8
381.1,223.7,752.3,67.129272,-147.075058,420.8
381.2,223.8,752.7,67.129807,-147.074921,420.8
381.3,223.8,753.2,67.130341,-147.074783,420.7
381.4,223.9,753.6,67.130882,-147.074646,420.7
381.5,224,754.1,67.131416,-147.074493,420.6
381.6,224,754.5,67.13195,-147.074356,420.6
381.7,224.1,755,67.132492,-147.074219,420.6
381.8,224.2,755.5,67.133026,-147.074081,420.5
381.9,224.2,755.9,67.13356,-147.073944,420.5
382,224.3,756.4,67.134102,-147.073807,420.4
382.1,224.3,756.8,67.134636,-147.073669,420.4
382.2,224.4,757.3,67.13517,-147.073532,420.4
382.3,224.5,757.8,67.135712,-147.073395,420.3
382.4,224.5,758.2,67.136246,-147.073257,420.3
382.5,224.6,758.7,67.13678,-147.073105,420.2
382.6,224.6,759.1,67.137314,-147.072968,420.2
382.7,224.7,759.6,67.137856,-147.07283,420.1
382.8,224.8,760.1,67.13839,-147.072693,420.1
382.9,224.8,760.5,67.138924,-147.072556,420.1
383,224.9,761,67.139465,-147.072418,420
383.1,224.9,761.5,67.139999,-147.072281,420
383.2,225,761.9,67.140533,-147.072144,419.9
383.3,225.1,762.4,67.141075,-147.072006,419.9
383.4,225.1,762.9,67.141609,-147.071869,419.9
383.5,225.2,763.3,67.142151,-147.071716,419.8
383.6,225.2,763.8,67.142685,-147.071579,419.8
383.7,225.3,764.3,67.143219,-147.071442,419.7
383.8,225.4,764.7,67.143761,-147.071304,419.7
383.9,225.4,765.2,67.144295,-147.071167,419.7
384,225.5,765.7,67.144836,-147.07103,419.6
384.1,225.5,766.2,67.14537,-147.070892,419.6
384.2,225.6,766.6,67.145905,-147.070755,419.5
384.3,225.7,767.1,67.146446,-147.070618,419.5
384.4,225.7,767.6,67.14698,-147.070465,419.4
384.5,225.8,768.1,67.147514,-147.070328,419.4
384.6,225.8,768.5,67.148056,-147.07019,419.4
384.7,225.9,769,67.14859,-147.070053,419.3
384.8,226,769.5,67.149124,-147.069916,419.3
384.9,226,770,67.149658,-147.069778,419.2
385,226.1,770.4,67.1502,-147.069641,419.2
385.1,226.1,770.9,67.150734,-147.069504,419.1
385.2,226.2,771.4,67.151268,-147.069366,419.1
385.3,226.3,771.9,67.15181,-147.069214,419.1
385.4,226.3,772.4,67.152344,-147.069077,419
385.5,226.4,772.9,67.152885,-147.068939,419
385.6,226.4,773.3,67.153419,-147.068802,418.9
385.7,226.5,773.8,67.153954,-147.068665,418.9
385.8,226.6,774.3,67.154495,-147.068512,418.8
385.9,226.6,774.8,67.155029,-147.068375,418.8
386,226.7,775.3,67.155571,-147.068237,418.8
386.1,226.7,775.8,67.156105,-147.0681,418.7
386.2,226.8,776.3,67.156639,-147.067963,418.7
386.3,226.9,776.7,67.157181,-147.067825,418.6
386.4,226.9,777.2,67.157715,-147.067673,418.6
386.5,227,777.7,67.158249,-147.067535,418.5
386.6,227,778.2,67.158791,-147.067398,418.5
386.7,227.1,778.7,67.159325,-147.067261,418.5
386.8,227.2,779.2,67.159859,-147.067123,418.4
386.9,227.2,779.7,67.1604,-147.066986,418.4
387,227.3,780.2,67.160934,-147.066849,418.3
387.1,227.3,780.7,67.161469,-147.066711,418.3
387.2,227.4,781.2,67.16201,-147.066574,418.2
387.3,227.5,781.7,67.162544,-147.066422,418.2
387.4,227.5,782.2,67.163078,-147.066284,418.1
387.5,227.6,782.6,67.16362,-147.066147,418.1
387.6,227.6,783.1,67.164154,-147.06601,418
387.7,227.7,783.6,67.164696,-147.065872,418
387.8,227.8,784.1,67.16523,-147.06572,418
387.9,227.8,784.6,67.165764,-147.065582,417.9
388,227.9,785.1,67.166306,-147.065445,417.9
388.1,227.9,785.6,67.16684,-147.065308,417.8
388.2,228,786.1,67.167381,-147.065155,417.8
388.3,228.1,786.6,67.167915,-147.065018,417.7
388.4,228.1,787.1,67.168449,-147.06488,417.7
388.5,228.2,787.6,67.168991,-147.064743,417.6
388.6,228.2,788.1,67.169525,-147.06459,417.6
388.7,228.3,788.6,67.170067,-147.064453,417.5
388.8,228.4,789.1,67.170601,-147.064316,417.5
388.9,228.4,789.7,67.171135,-147.064163,417.5
389,228.5,790.2,67.171677,-147.064026,417.4
389.1,228.5,790.7,67.172211,-147.063889,417.4
389.2,228.6,791.2,67.172752,-147.063751,417.3
389.3,228.7,791.7,67.173286,-147.063599,417.3
389.4,228.7,792.2,67.17382,-147.063461,417.2
389.5,228.8,792.7,67.174362,-147.063324,417.2
389.6,228.8,793.2,67.174896,-147.063187,417.1
389.7,228.9,793.7,67.175438,-147.063049,417.1
389.8,229,794.2,67.175972,-147.062897,417
389.9,229,794.7,67.176506,-147.062759,417
390,229.1,795.2,67.177048,-147.062622,416.9
390.1,229.1,795.7,67.177582,-147.062485,416.9
390.2,229.2,796.3,67.178123,-147.062332,416.9
390.3,229.3,796.8,67.178658,-147.062195,416.8
390.4,229.3,797.3,67.179192,-147.062057,416.8
390.5,229.4,797.8,67.179726,-147.06192,416.7
390.6,229.4,798.3,67.180267,-147.061768,416.7
390.7,229.5,798.8,67.180801,-147.06163,416.6
390.8,229.6,799.4,67.181335,-147.061493,416.6
390.9,229.6,799.9,67.181877,-147.06134,416.5
391,229.7,800.4,67.182411,-147.061203,416.5
391.1,229.7,800.9,67.182945,-147.061066,416.4
391.2,229.8,801.4,67.183487,-147.060928,416.4
391.3,229.9,801.9,67.184021,-147.060776,416.3
391.4,229.9,802.5,67.184563,-147.060638,416.3
391.5,230,803,67.185097,-147.060501,416.2
391.6,230,803.5,67.185631,-147.060364,416.2
391.7,230.1,804,67.186172,-147.060226,416.1
391.8,230.2,804.6,67.186707,-147.060074,416.1
391.9,230.2,805.1,67.187248,-147.059937,416
392,230.3,805.6,67.187782,-147.059799,416
392.1,230.3,806.1,67.188316,-147.059662,415.9
392.2,230.4,806.6,67.188858,-147.059509,415.9
392.3,230.5,807.2,67.189392,-147.059372,415.8
392.4,230.5,807.7,67.189934,-147.059235,415.8
392.5,230.6,808.2,67.190468,-147.059097,415.7
392.6,230.6,808.8,67.191002,-147.058945,415.7
392.7,230.7,809.3,67.191544,-147.058807,415.6
392.8,230.8,809.8,67.192078,-147.05867,415.6
392.9,230.8,810.3,67.192619,-147.058517,415.5
393,230.9,810.9,67.193153,-147.05838,415.5
393.1,231,811.4,67.193687,-147.058243,415.4
393.2,231,811.9,67.194229,-147.05809,415.4
393.3,231.1,812.5,67.194763,-147.057953,415.3
393.4,231.1,813,67.195305,-147.0578,415.3
393.5,231.2,813.5,67.195839,-147.057663,415.2
393.6,231.3,814.1,67.196381,-147.057526,415.2
393.7,231.3,814.6,67.196915,-147.057373,415.1
393.8,231.4,815.1,67.197456,-147.057236,415.1
393.9,231.4,815.7,67.19799,-147.057083,415
394,231.5,816.2,67.198532,-147.056946,415
394.1,231.6,816.7,67.199066,-147.056808,414.9
394.2,231.6,817.3,67.199608,-147.056656,414.9
394.3,231.7,817.8,67.200142,-147.056519,414.8
394.4,231.7,818.3,67.200684,-147.056381,414.8
394.5,231.8,818.9,67.201218,-147.056229,414.7
394.6,231.9,819.4,67.201752,-147.056091,414.7
394.7,231.9,819.9,67.202293,-147.055954,414.6
394.8,232,820.5,67.202827,-147.055817,414.6
394.9,232,821,67.203369,-147.055664,414.5
395,232.1,821.6,67.203903,-147.055527,414.5
395.1,232.2,822.1,67.204437,-147.055389,414.4
395.2,232.2,822.6,67.204979,-147.055237,414.4
395.3,232.3,823.2,67.205513,-147.055099,414.3
395.4,232.3,823.7,67.206055,-147.054947,414.3
395.5,232.4,824.3,67.206589,-147.05481,414.2
395.6,232.5,824.8,67.20713,-147.054672,414.2
395.7,232.5,825.4,67.207664,-147.05452,414.1
395.8,232.6,825.9,67.208199,-147.054382,414.1
395.9,232.6,826.5,67.20874,-147.05423,414
396,232.7,827,67.209274,-147.054092,414
396.1,232.8,827.5,67.209816,-147.053955,413.9
396.2,232.8,828.1,67.21035,-147.053802,413.9
396.3,232.9,828.6,67.210892,-147.053665,413.8
396.4,232.9,829.2,67.211426,-147.053513,413.8
396.5,233,829.7,67.211967,-147.053375,413.7
396.6,233.1,830.3,67.212502,-147.053238,413.7
396.7,233.1,830.8,67.213043,-147.053085,413.6
396.8,233.2,831.4,67.213577,-147.052948,413.5
396.9,233.2,831.9,67.214119,-147.052795,413.5
397,233.3,832.5,67.214653,-147.052658,413.4
397.1,233.4,833,67.215195,-147.052521,413.4
397.2,233.4,833.6,67.215729,-147.052368,413.3
397.3,233.5,834.2,67.216263,-147.052231,413.3
397.4,233.5,834.7,67.216805,-147.052078,413.2
397.5,233.6,835.3,67.217339,-147.051941,413.2
397.6,233.7,835.8,67.21788,-147.051804,413.1
397.7,233.7,836.4,67.218414,-147.051651,413.1
397.8,233.8,836.9,67.218948,-147.051514,413
397.9,233.8,837.5,67.21949,-147.051361,413
398,233.9,838,67.220024,-147.051224,412.9
398.1,234,838.6,67.220566,-147.051086,412.9
398.2,234,839.2,67.2211,-147.050934,412.8
398.3,234.1,839.7,67.221642,-147.050797,412.7
398.4,234.1,840.3,67.222176,-147.050644,412.7
398.5,234.2,840.8,67.222717,-147.050507,412.6
398.6,234.3,841.4,67.223251,-147.050369,412.6
398.7,234.3,842,67.223793,-147.050217,412.5
398.8,234.4,842.5,67.224327,-147.050079,412.5
398.9,234.4,843.1,67.224869,-147.049927,412.4
399,234.5,843.6,67.225403,-147.049789,412.4
399.1,234.6,844.2,67.225945,-147.049652,412.3
399.2,234.6,844.8,67.226479,-147.0495,412.3
399.3,234.7,845.3,67.22702,-147.049362,412.2
399.4,234.7,845.9,67.227554,-147.04921,412.1
399.5,234.8,846.5,67.228096,-147.049072,412.1
399.6,234.9,847,67.22863,-147.04892,412
399.7,234.9,847.6,67.229172,-147.048782,412
399.8,235,848.2,67.229706,-147.04863,411.9
399.9,235,848.7,67.230247,-147.048492,411.9
400,235.1,849.3,67.230782,-147.04834,411.8
400.1,235.2,849.9,67.231323,-147.048203,411.8
400.2,235.2,850.4,67.231857,-147.04805,411.7
400.3,235.3,851,67.232399,-147.047913,411.6
400.4,235.3,851.6,67.232933,-147.04776,411.6
400.5,235.4,852.1,67.233467,-147.047623,411.5
400.6,235.5,852.7,67.234009,-147.04747,411.5
400.7,235.5,853.3,67.234543,-147.047333,411.4
400.8,235.6,853.8,67.235085,-147.04718,411.4
400.9,235.7,854.4,67.235619,-147.047043,411.3
401,235.7,855,67.236153,-147.04689,411.3
401.1,235.8,855.6,67.236694,-147.046753,411.2
401.2,235.8,856.1,67.237228,-147.0466,411.1
401.3,235.9,856.7,67.23777,-147.046463,411.1
401.4,236,857.3,67.238304,-147.04631,411
401.5,236,857.9,67.238846,-147.046173,411
401.6,236.1,858.4,67.23938,-147.046021,410.9
401.7,236.1,859,67.239922,-147.045883,410.9
401.8,236.2,859.6,67.240456,-147.045731,410.8
401.9,236.3,860.2,67.240997,-147.045593,410.7
402,236.3,860.7,67.241531,-147.045441,410.7
402.1,236.4,861.3,67.242073,-147.045303,410.6
402.2,236.4,861.9,67.242607,-147.045151,410.6
402.3,236.5,862.5,67.243149,-147.045013,410.5
402.4,236.6,863.1,67.243683,-147.044861,410.5
402.5,236.6,863.6,67.244225,-147.044724,410.4
402.6,236.7,864.2,67.244759,-147.044571,410.3
402.7,236.7,864.8,67.2453,-147.044434,410.3
402.8,236.8,865.4,67.245834,-147.044281,410.2
402.9,236.9,866,67.246376,-147.044144,410.2
403,236.9,866.5,67.24691,-147.043991,410.1
403.1,237,867.1,67.247452,-147.043854,410
403.2,237,867.7,67.247986,-147.043701,410
403.3,237.1,868.3,67.248528,-147.043564,409.9
403.4,237.2,868.9,67.249062,-147.043411,409.9
403.5,237.2,869.5,67.249603,-147.043274,409.8
403.6,237.3,870,67.250137,-147.043121,409.8
403.7,237.3,870.6,67.250679,-147.042984,409.7
403.8,237.4,871.2,67.251213,-147.042831,409.6
403.9,237.5,871.8,67.251755,-147.042694,409.6
404,237.5,872.4,67.252289,-147.042542,409.5
404.1,237.6,873,67.252831,-147.042404,409.5
404.2,237.6,873.6,67.253372,-147.042252,409.4
404.3,237.7,874.2,67.253906,-147.042099,409.3
404.4,237.8,874.7,67.254448,-147.041962,409.3
404.5,237.8,875.3,67.254982,-147.041809,409.2
404.6,237.9,875.9,67.255524,-147.041672,409.2
404.7,237.9,876.5,67.256065,-147.041519,409.1
404.8,238,877.1,67.256599,-147.041367,409
404.9,238.1,877.7,67.257141,-147.041229,409
405,238.1,878.3,67.257675,-147.041077,408.9
405.1,238.2,878.9,67.258217,-147.040939,408.9
405.2,238.2,879.5,67.258751,-147.040787,408.8
405.3,238.3,880.1,67.259293,-147.040634,408.7
405.4,238.4,880.7,67.259827,-147.040497,408.7
405.5,238.4,881.2,67.260368,-147.040344,408.6
405.6,238.5,881.8,67.260902,-147.040207,408.6
405.7,238.5,882.4,67.261444,-147.040054,408.5
405.8,238.6,883,67.261978,-147.039902,408.4
405.9,238.7,883.6,67.26252,-147.039764,408.4
406,238.7,884.2,67.263054,-147.039612,408.3
406.1,238.8,884.8,67.263596,-147.039474,408.3
406.2,238.8,885.4,67.264137,-147.039322,408.2
406.3,238.9,886,67.264671,-147.039169,408.1
406.4,239,886.6,67.265213,-147.039032,408.1
406.5,239,887.2,67.265747,-147.038879,408
406.6,239.1,887.8,67.266289,-147.038742,408
406.7,239.1,888.4,67.26683,-147.038589,407.9
406.8,239.2,889,67.267365,-147.038437,407.8
406.9,239.3,889.6,67.267906,-147.0383,407.8
407,239.3,890.2,67.26844,-147.038147,407.7
407.1,239.4,890.8,67.268982,-147.03801,407.6
407.2,239.5,891.4,67.269524,-147.037857,407.6
407.3,239.5,892,67.270058,-147.037704,407.5
407.4,239.6,892.6,67.270599,-147.037552,407.5
407.5,239.6,893.2,67.271133,-147.037415,407.4
407.6,239.7,893.8,67.271675,-147.037262,407.3
407.7,239.8,894.4,67.272209,-147.037109,407.3
